Número;ID;Nome;Name;Estreia;Brilhante;Sombroso;Sombroso Brilhante;Dinamax;Dinamax Brilhante
92;0092;Gastly;Gastly;06/07/2016;03/11/2018;26/10/2023;03/03/2026;22/10/2024;22/10/2024
93;0093;Haunter;Haunter;06/07/2016;03/11/2018;26/10/2023;03/03/2026;22/10/2024;22/10/2024
94;0094;Gengar;Gengar;06/07/2016;03/11/2018;26/10/2023;03/03/2026;22/10/2024;22/10/2024
94;0094-00-00-01;Gengar Chapéu de festa;Party hat Gengar;01/03/2020;01/03/2020;;;;
94;0094-00-00-02;Gengar Halloween 2020;Halloween Gengar;23/10/2020;23/10/2020;;;;
94;0094-00-00-03;Gengar Halloween 2022;Halloween 2022 Gengar;27/10/2022;27/10/2022;;;;
94;0094-00-00-04;Gengar Halloween 2023;Halloween 2023 Gengar;26/10/2023;26/10/2023;;;;
94;0094G;Gengar Gigamax;Gigantamax Gengar;31/10/2024;31/10/2024;;;;
94;0094M;Mega Gengar;Mega Gengar;23/10/2020;23/10/2020;;;;
95;0095;Onix;Onix;06/07/2016;04/06/2019;14/11/2022;;;
96;0096;Drowzee;Drowzee;06/07/2016;05/10/2018;01/08/2019;12/10/2020;;
97;0097;Hypno;Hypno;06/07/2016;05/10/2018;01/08/2019;12/10/2020;;
98;0098;Krabby;Krabby;06/07/2016;01/10/2018;23/01/2026;;09/12/2024;09/12/2024
99;0099;Kingler;Kingler;06/07/2016;01/10/2018;23/01/2026;;09/12/2024;09/12/2024
99;0099G;Kingler Gigamax;Gigantamax Kingler;01/02/2025;01/02/2025;;;;
100;0100;Voltorb;Voltorb;06/07/2016;08/05/2020;24/01/2022;03/03/2026;;
100;0100-01;Voltorb de Hisui;Hisuian Voltorb;30/01/2022;17/02/2024;;;;
101;0101;Electrode;Electrode;06/07/2016;08/05/2020;24/01/2022;03/03/2026;;
101;0101-01;Electrode de Hisui;Hisuian Electrode;18/02/2022;17/02/2024;;;;
102;0102;Exeggcute;Exeggcute;06/07/2016;09/04/2020;03/02/2020;03/04/2022;;
103;0103;Exeggutor;Exeggutor;06/07/2016;09/04/2020;03/02/2020;03/04/2022;;
103;0103-01;Exeggutor de Alola;Alolan Exeggutor;29/05/2018;28/06/2019;03/04/2022;16/04/2022;;
104;0104;Cubone;Cubone;06/07/2016;05/11/2018;01/08/2019;03/04/2022;;
104;0104-00-00-01;Cubone Cempasúchil;Cempasúchil Cubone;01/11/2023;01/11/2023;;;;
105;0105;Marowak;Marowak;06/07/2016;05/11/2018;01/08/2019;03/04/2022;;
105;0105-00-00-01;Marowak Cempasúchil;Cempasúchil Marowak;01/11/2023;01/11/2023;;;;
105;0105-01;Marowak de Alola;Alolan Marowak;19/07/2018;05/11/2018;25/05/2022;25/05/2022;;
106;0106;Hitmonlee;Hitmonlee;06/07/2016;20/02/2021;07/11/2019;03/03/2026;11/12/2025;11/12/2025
107;0107;Hitmonchan;Hitmonchan;06/07/2016;20/02/2021;05/09/2019;03/03/2026;11/12/2025;11/12/2025
108;0108;Lickitung;Lickitung;06/07/2016;15/02/2020;;;;
109;0109;Koffing;Koffing;06/07/2016;25/07/2019;09/07/2020;09/07/2020;;
110;0110;Weezing;Weezing;06/07/2016;25/07/2019;09/07/2020;09/07/2020;;
110;0110-01;Weezing de Galar;Galarian Weezing;16/11/2019;20/08/2021;26/09/2024;26/09/2024;;
111;0111;Rhyhorn;Rhyhorn;06/07/2016;22/02/2020;26/10/2023;;;
112;0112;Rhydon;Rhydon;06/07/2016;22/02/2020;26/10/2023;;;
113;0113;Chansey;Chansey;06/07/2016;14/02/2020;;;17/03/2025;17/03/2025
113;0113-00-00-01;Chansey Coroa de flores;Flower crown Chansey;04/04/2021;04/04/2021;;;;
114;0114;Tangela;Tangela;06/07/2016;25/07/2020;18/05/2021;;;
115;0115;Kangaskhan;Kangaskhan;06/07/2016;02/09/2019;;;;
115;0115M;Mega Kangaskhan;Mega Kangaskhan;29/04/2022;29/04/2022;;;;
116;0116;Horsea;Horsea;06/07/2016;13/06/2019;18/05/2021;14/05/2025;;
117;0117;Seadra;Seadra;06/07/2016;13/06/2019;18/05/2021;14/05/2025;;
118;0118;Goldeen;Goldeen;06/07/2016;24/11/2020;;;;
119;0119;Seaking;Seaking;06/07/2016;24/11/2020;;;;
120;0120;Staryu;Staryu;06/07/2016;07/08/2020;11/08/2025;;;
121;0121;Starmie;Starmie;06/07/2016;07/08/2020;11/08/2025;;;
122;0122;Mr. Mime;Mr. Mime;06/07/2016;02/09/2019;;;;
122;0122-01;Mr. Mime de Galar;Galarian Mr. Mime;19/12/2020;01/12/2022;;;;
123;0123;Scyther;Scyther;06/07/2016;02/04/2019;01/08/2019;07/11/2019;;
124;0124;Jynx;Jynx;06/07/2016;13/02/2019;;;;
125;0125;Electabuzz;Electabuzz;06/07/2016;14/11/2018;17/10/2019;;;
125;0125-00-00-01;Electabuzz do Spark;Spark Electabuzz;02/05/2023;02/05/2023;;;;
126;0126;Magmar;Magmar;06/07/2016;22/03/2018;17/10/2019;;;
127;0127;Pinsir;Pinsir;06/07/2016;01/11/2018;03/02/2020;03/02/2020;;
127;0127M;Mega Pinsir;Mega Pinsir;11/05/2023;11/05/2023;;;;
128;0128;Tauros;Tauros;06/07/2016;02/09/2019;;;;
128;0128-01-01;Tauros de Paldea Espécie Aquática;Aqua Breed Paldean Tauros;03/04/2025;29/05/2026;;;;
128;0128-01-02;Tauros de Paldea Espécie de Combate;Combat Breed Paldean Tauros;03/04/2025;05/06/2026;;;;
128;0128-01-03;Tauros de Paldea Espécie Labareda;Blaze Breed Paldean Tauros;03/04/2025;12/06/2026;;;;
129;0129;Magikarp;Magikarp;06/07/2016;22/03/2017;01/08/2019;23/01/2026;;
130;0130;Gyarados;Gyarados;06/07/2016;22/03/2017;01/08/2019;23/01/2026;;
130;0130M;Mega Gyarados;Mega Gyarados;09/02/2021;09/02/2021;;;;
131;0131;Lapras;Lapras;06/07/2016;18/04/2019;17/10/2019;10/07/2020;;
131;0131-00-00-01;Lapras Laço azul;Drip Lapras;12/05/2022;12/05/2022;;;;
131;0131-00-00-02;Lapras da Blanche;Blanche Lapras;13/04/2023;13/04/2023;;;;
131;0131G;Lapras Gigamax;Gigantamax Lapras;08/12/2024;08/12/2024;;;;
132;0132;Ditto;Ditto;23/11/2016;20/02/2021;;;;
132;0132-00-00-01;Ditto Chapéu;Hat Ditto;10/03/2026;10/03/2026;;;;
132;0132-00-00-02;Ditto Boné;Cap Ditto;10/03/2026;10/03/2026;;;;
133;0133;Eevee;Eevee;06/07/2016;11/08/2018;;;24/11/2025;24/11/2025
133;0133-00-00-01;Eevee Coroa de flores;Flower crown Eevee;26/02/2019;26/02/2019;;;;
133;0133-00-00-02;Eevee Chapéu de festa;Party hat Eevee;25/02/2020;25/02/2020;;;;
133;0133-00-00-03;Eevee Chapéu de Natal;Holiday hat Eevee;23/12/2022;23/12/2022;;;;
133;0133-00-00-04;Eevee Flores de cerejeira;Cherry blossom Eevee;04/04/2023;04/04/2023;;;;
133;0133-00-00-05;Eevee Explorador;Explorer Eevee;07/10/2023;07/10/2023;;;;
133;0133-00-00-06;Eevee Coroa de Sol;Sun crown Eevee;30/05/2024;30/05/2024;;;;
133;0133-00-00-07;Eevee Coroa Lua;Moon crown Eevee;30/05/2024;30/05/2024;;;;
134;0134;Vaporeon;Vaporeon;06/07/2016;11/08/2018;;;24/11/2025;24/11/2025
134;0134-00-00-01;Vaporeon Coroa de flores;Flower crown Vaporeon;26/02/2019;26/02/2019;;;;
134;0134-00-00-02;Vaporeon Chapéu de Natal;Holiday hat Vaporeon;23/12/2022;23/12/2022;;;;
134;0134-00-00-03;Vaporeon Flores de cerejeira;Cherry blossom Vaporeon;04/04/2023;04/04/2023;;;;
134;0134-00-00-04;Vaporeon Explorador;Explorer Vaporeon;07/10/2023;07/10/2023;;;;
135;0135;Jolteon;Jolteon;06/07/2016;11/08/2018;;;24/11/2025;24/11/2025
135;0135-00-00-01;Jolteon Coroa de flores;Flower crown Jolteon;26/02/2019;26/02/2019;;;;
135;0135-00-00-02;Jolteon Chapéu de Natal;Holiday hat Jolteon;23/12/2022;23/12/2022;;;;
135;0135-00-00-03;Jolteon Flores de cerejeira;Cherry blossom Jolteon;04/04/2023;04/04/2023;;;;
135;0135-00-00-04;Jolteon Explorador;Explorer Jolteon;07/10/2023;07/10/2023;;;;
136;0136;Flareon;Flareon;06/07/2016;11/08/2018;;;24/11/2025;24/11/2025
136;0136-00-00-01;Flareon Coroa de flores;Flower crown Flareon;26/02/2019;26/02/2019;;;;
136;0136-00-00-02;Flareon Chapéu de Natal;Holiday hat Flareon;23/12/2022;23/12/2022;;;;
136;0136-00-00-03;Flareon Flores de cerejeira;Cherry blossom Flareon;04/04/2023;04/04/2023;;;;
136;0136-00-00-04;Flareon Explorador;Explorer Flareon;07/10/2023;07/10/2023;;;;
137;0137;Porygon;Porygon;06/07/2016;20/09/2020;07/11/2019;;;
138;0138;Omanyte;Omanyte;06/07/2016;24/05/2018;03/02/2020;12/10/2020;04/08/2025;04/08/2025
139;0139;Omastar;Omastar;06/07/2016;24/05/2018;03/02/2020;12/10/2020;04/08/2025;04/08/2025
140;0140;Kabuto;Kabuto;06/07/2016;24/05/2018;23/01/2026;;28/07/2025;28/07/2025
141;0141;Kabutops;Kabutops;06/07/2016;24/05/2018;23/01/2026;;28/07/2025;28/07/2025
142;0142;Aerodactyl;Aerodactyl;06/07/2016;24/05/2018;12/10/2020;02/02/2021;;
142;0142-00-00-01;Aerodactyl Homem das cavernas;Satchel Aerodactyl;04/08/2023;04/08/2023;;;;
142;0142M;Mega Aerodactyl;Mega Aerodactyl;07/01/2022;07/01/2022;;;;
143;0143;Snorlax;Snorlax;06/07/2016;20/02/2021;22/07/2019;03/03/2026;;
143;0143-00-00-01;Snorlax Cowboy;Cowboy Snorlax;01/07/2022;01/07/2022;26/08/2023;;;
143;0143-00-00-02;Snorlax Gorro;Nightcap Snorlax;14/07/2023;14/07/2023;;;;
143;0143-00-00-03;Snorlax Roqueiro;Studded jacket Snorlax;16/11/2024;16/11/2024;;;;
143;0143G;Snorlax Gigamax;Gigantamax Snorlax;19/04/2025;19/04/2025;;;;
144;0144;Articuno;Articuno;22/07/2017;07/07/2018;07/11/2019;10/06/2023;20/01/2025;20/01/2025
144;0144-01;Articuno de Galar;Galarian Articuno;25/07/2022;04/10/2024;;;;
145;0145;Zapdos;Zapdos;07/08/2017;21/07/2018;01/12/2019;02/09/2023;27/01/2025;27/01/2025
145;0145-01;Zapdos de Galar;Galarian Zapdos;25/07/2022;04/10/2024;;;;
146;0146;Moltres;Moltres;31/07/2017;08/09/2018;01/01/2020;01/10/2023;03/02/2025;03/02/2025
146;0146-01;Moltres de Galar;Galarian Moltres;25/07/2022;04/10/2024;;;;
147;0147;Dratini;Dratini;06/07/2016;24/02/2018;22/07/2019;26/10/2023;;
148;0148;Dragonair;Dragonair;06/07/2016;24/02/2018;22/07/2019;26/10/2023;;
149;0149;Dragonite;Dragonite;06/07/2016;24/02/2018;22/07/2019;26/10/2023;;
149;0149-00-00-01;Dragonite Gravata;Bow Dragonite;15/11/2023;15/11/2023;;;;
149;0149M;Mega Dragonite;Mega Dragonite;20/02/2026;20/02/2026;;;;
150;0150;Mewtwo;Mewtwo;14/08/2017;16/09/2019;26/07/2020;27/05/2023;;
150;0150-00-01;Mewtwo Armadura;Armored Mewtwo;10/07/2019;;;;;
151;0151;Mew;Mew;30/03/2018;20/02/2021;;;;
152;0152;Chikorita;Chikorita;16/02/2017;22/09/2018;24/01/2022;11/08/2025;;
153;0153;Bayleef;Bayleef;16/02/2017;22/09/2018;24/01/2022;11/08/2025;;
154;0154;Meganium;Meganium;16/02/2017;22/09/2018;24/01/2022;11/08/2025;;
155;0155;Cyndaquil;Cyndaquil;16/02/2017;10/11/2018;24/01/2022;11/08/2025;;
156;0156;Quilava;Quilava;16/02/2017;10/11/2018;24/01/2022;11/08/2025;;
157;0157;Typhlosion;Typhlosion;16/02/2017;10/11/2018;24/01/2022;11/08/2025;;
157;0157-01;Typhlosion de Hisui;Hisuian Typhlosion;14/01/2024;14/01/2024;;;;
158;0158;Totodile;Totodile;16/02/2017;12/01/2019;24/01/2022;11/08/2025;;
159;0159;Croconaw;Croconaw;16/02/2017;12/01/2019;24/01/2022;11/08/2025;;
160;0160;Feraligatr;Feraligatr;16/02/2017;12/01/2019;24/01/2022;11/08/2025;;
161;0161;Sentret;Sentret;16/02/2017;01/09/2019;;;;
162;0162;Furret;Furret;16/02/2017;01/09/2019;;;;
163;0163;Hoothoot;Hoothoot;16/02/2017;31/12/2021;;;;
163;0163-00-00-01;Hoothoot Cartola de ano-novo;New Year's Hoothoot;31/12/2021;31/12/2021;;;;
164;0164;Noctowl;Noctowl;16/02/2017;04/01/2022;;;;
164;0164-00-00-01;Noctowl Cartola de ano-novo;New Year's Noctowl;31/12/2022;31/12/2022;;;;
165;0165;Ledyba;Ledyba;16/02/2017;11/09/2020;21/06/2023;;;
166;0166;Ledian;Ledian;16/02/2017;11/09/2020;21/06/2023;;;
167;0167;Spinarak;Spinarak;16/02/2017;15/10/2021;;;;
168;0168;Ariados;Ariados;16/02/2017;15/10/2021;;;;
169;0169;Crobat;Crobat;16/02/2017;25/07/2019;22/07/2019;27/01/2024;;
170;0170;Chinchou;Chinchou;16/02/2017;17/04/2020;;;;
171;0171;Lanturn;Lanturn;16/02/2017;17/04/2020;;;;
172;0172;Pichu;Pichu;12/12/2016;09/08/2017;;;;
172;0172-00-00-01;Pichu Boné do Ash;Ash hat Pichu;06/06/2017;08/08/2019;;;;
172;0172-00-00-02;Pichu Chapéu de bruxa;Witch hat Pichu;20/10/2017;23/10/2018;;;;
172;0172-00-00-03;Pichu Gorro de Natal;Santa hat Pichu;21/12/2017;18/12/2018;;;;
172;0172-00-00-04;Pichu Chapéu de festa;Party hat Pichu;26/02/2018;26/02/2018;;;;
172;0172-00-00-05;Pichu Chapéu e óculos escuros;Summer hat Pichu;05/07/2018;10/08/2019;;;;
172;0172-00-00-06;Pichu Touca;Beanie Pichu;24/12/2019;24/12/2019;;;;
172;0172-00-00-07;Pichu Coroa de flores;Flower crown Pichu;09/04/2020;09/04/2020;;;;
172;0172-00-00-08;Pichu Cartola de ano-novo;New Year's Pichu;31/12/2020;31/12/2020;;;;
172;0172-00-00-09;Pichu Flores de cerejeira;Cherry blossom Pichu;04/04/2023;04/04/2023;;;;
173;0173;Cleffa;Cleffa;12/12/2016;13/02/2019;;;;
174;0174;Igglybuff;Igglybuff;12/12/2016;16/04/2019;;;;
175;0175;Togepi;Togepi;12/12/2016;22/03/2018;;;;
175;0175-00-00-01;Togepi Coroa de flores;Flower crown Togepi;09/04/2020;09/04/2020;;;;
176;0176;Togetic;Togetic;12/12/2016;22/03/2018;;;;
176;0176-00-00-01;Togetic Coroa de flores;Flower crown Togetic;12/04/2022;12/04/2022;;;;
177;0177;Natu;Natu;16/02/2017;20/08/2018;14/11/2022;;;
178;0178;Xatu;Xatu;16/02/2017;20/08/2018;14/11/2022;;;
179;0179;Mareep;Mareep;16/02/2017;15/04/2018;17/10/2019;;;
180;0180;Flaaffy;Flaaffy;16/02/2017;15/04/2018;17/10/2019;;;
181;0181;Ampharos;Ampharos;16/02/2017;15/04/2018;17/10/2019;;;
181;0181M;Mega Ampharos;Mega Ampharos;19/01/2021;19/01/2021;;;;
182;0182;Bellossom;Bellossom;16/02/2017;02/10/2019;05/09/2019;03/03/2026;;
183;0183;Marill;Marill;16/02/2017;18/12/2018;;;;
184;0184;Azumarill;Azumarill;16/02/2017;18/12/2018;;;;
185;0185;Sudowoodo;Sudowoodo;16/02/2017;05/08/2019;03/04/2022;;;
185;0185-00-00-01;Sudowoodo Natal;Holiday attire Sudowoodo;18/12/2025;18/12/2025;;;;
186;0186;Politoed;Politoed;16/02/2017;06/08/2019;01/08/2019;24/01/2022;;
187;0187;Hoppip;Hoppip;16/02/2017;12/02/2022;12/10/2020;23/01/2026;;
188;0188;Skiploom;Skiploom;16/02/2017;12/02/2022;12/10/2020;23/01/2026;;
189;0189;Jumpluff;Jumpluff;16/02/2017;12/02/2022;12/10/2020;23/01/2026;;
190;0190;Aipom;Aipom;16/02/2017;07/05/2019;01/04/2021;21/06/2022;;
191;0191;Sunkern;Sunkern;16/02/2017;20/08/2018;;;;
192;0192;Sunflora;Sunflora;16/02/2017;20/08/2018;;;;
193;0193;Yanma;Yanma;16/02/2017;20/09/2019;;;;
194;0194;Wooper;Wooper;16/02/2017;02/12/2020;10/12/2020;;;
194;0194-00-00-01;Wooper Chapéu;Hat Wooper;15/11/2023;15/11/2023;;;;
194;0194-01;Wooper de Paldea;Paldean Wooper;05/11/2023;05/11/2023;;;;
195;0195;Quagsire;Quagsire;16/02/2017;02/12/2020;10/12/2020;;;
195;0195-00-00-01;Quagsire Chapéu;Hat Quagsire;15/11/2023;15/11/2023;;;;
196;0196;Espeon;Espeon;16/02/2017;11/08/2018;;;24/11/2025;24/11/2025
196;0196-00-00-01;Espeon Coroa de flores;Flower crown Espeon;26/02/2019;26/02/2019;;;;
196;0196-00-00-02;Espeon Chapéu de Natal;Holiday hat Espeon;23/12/2022;23/12/2022;;;;
196;0196-00-00-03;Espeon Flores de cerejeira;Cherry blossom Espeon;04/04/2023;04/04/2023;;;;
196;0196-00-00-04;Espeon Explorador;Explorer Espeon;07/10/2023;07/10/2023;;;;
196;0196-00-00-05;Espeon Cachecol de Sol;Day scarf Espeon;30/05/2024;30/05/2024;;;;
197;0197;Umbreon;Umbreon;16/02/2017;11/08/2018;;;24/11/2025;24/11/2025
197;0197-00-00-01;Umbreon Coroa de flores;Flower crown Umbreon;26/02/2019;26/02/2019;;;;
197;0197-00-00-02;Umbreon Chapéu de Natal;Holiday hat Umbreon;23/12/2022;23/12/2022;;;;
197;0197-00-00-03;Umbreon Flores de cerejeira;Cherry blossom Umbreon;04/04/2023;04/04/2023;;;;
197;0197-00-00-04;Umbreon Explorador;Explorer Umbreon;07/10/2023;07/10/2023;;;;
197;0197-00-00-05;Umbreon Cachecol de Lua;Night scarf Umbreon;30/05/2024;30/05/2024;;;;
198;0198;Murkrow;Murkrow;16/02/2017;31/03/2018;18/05/2021;25/03/2023;;
199;0199;Slowking;Slowking;16/02/2017;17/11/2020;12/10/2020;;;
199;0199-00-00-01;Slowking Ano-novo;New Year's Slowking;31/12/2021;31/12/2021;;;;
199;0199-01;Slowking de Galar;Galarian Slowking;15/10/2021;18/03/2023;;;;
200;0200;Misdreavus;Misdreavus;16/02/2017;01/12/2018;03/02/2020;;;
201;0201-00-01;Unown A;A Unown;16/02/2017;07/08/2020;;;;
201;0201-00-02;Unown B;B Unown;16/02/2017;04/06/2022;;;;
201;0201-00-03;Unown C;C Unown;16/02/2017;22/11/2020;;;;
201;0201-00-04;Unown D;D Unown;16/02/2017;17/08/2022;;;;
201;0201-00-05;Unown E;E Unown;16/02/2017;13/05/2022;;;;
201;0201-00-06;Unown F;F Unown;16/02/2017;17/07/2021;;;;
201;0201-00-07;Unown G;G Unown;16/02/2017;25/07/2020;;;;
201;0201-00-08;Unown H;H Unown;16/02/2017;18/02/2023;;;;
201;0201-00-09;Unown I;I Unown;16/02/2017;13/05/2022;;;;
201;0201-00-10;Unown J;J Unown;16/02/2017;26/02/2022;;;;
201;0201-00-11;Unown K;K Unown;16/02/2017;07/11/2025;;;;
201;0201-00-12;Unown L;L Unown;16/02/2017;07/08/2020;;;;
201;0201-00-13;Unown M;M Unown;16/02/2017;04/08/2023;;;;
201;0201-00-14;Unown N;N Unown;16/02/2017;17/08/2022;;;;
201;0201-00-15;Unown O;O Unown;16/02/2017;25/07/2020;;;;
201;0201-00-16;Unown P;P Unown;16/02/2017;27/08/2022;;;;
201;0201-00-17;Unown Q;Q Unown;16/02/2017;;;;;
201;0201-00-18;Unown R;R Unown;16/02/2017;07/08/2020;;;;
201;0201-00-19;Unown S;S Unown;16/02/2017;13/05/2022;;;;
201;0201-00-20;Unown T;T Unown;16/02/2017;07/08/2020;;;;
201;0201-00-21;Unown U;U Unown;16/02/2017;07/08/2020;;;;
201;0201-00-22;Unown V;V Unown;16/02/2017;13/05/2022;;;;
201;0201-00-23;Unown W;W Unown;16/02/2017;07/11/2025;;;;
201;0201-00-24;Unown X;X Unown;16/02/2017;27/08/2022;;;;
201;0201-00-25;Unown Y;Y Unown;16/02/2017;26/09/2022;;;;
201;0201-00-26;Unown Z;Z Unown;16/02/2017;20/02/2026;;;;
201;0201-00-27;Unown !;! Unown;12/06/2018;04/08/2022;;;;
201;0201-00-28;Unown ?;? Unown;14/07/2018;30/05/2024;;;;
202;0202;Wobbuffet;Wobbuffet;16/02/2017;22/03/2018;07/11/2019;16/09/2025;;
202;0202-00-00-01;Wobbuffet Chapéu de festa;Party hat Wobbuffet;02/01/2020;02/01/2020;;;;
203;0203;Girafarig;Girafarig;16/02/2017;26/02/2022;03/04/2022;;;
204;0204;Pineco;Pineco;16/02/2017;20/08/2018;10/07/2020;10/07/2020;;
205;0205;Forretress;Forretress;16/02/2017;20/08/2018;10/07/2020;10/07/2020;;
206;0206;Dunsparce;Dunsparce;16/02/2017;08/05/2020;;;;
207;0207;Gligar;Gligar;16/02/2017;01/09/2019;10/07/2020;09/11/2021;;
208;0208;Steelix;Steelix;16/02/2017;04/06/2019;14/11/2022;;;
208;0208M;Mega Steelix;Mega Steelix;01/12/2021;01/12/2021;;;;
209;0209;Snubbull;Snubbull;16/02/2017;01/08/2018;18/05/2021;03/03/2026;;
210;0210;Granbull;Granbull;16/02/2017;01/08/2018;18/05/2021;03/03/2026;;
211;0211;Qwilfish;Qwilfish;16/02/2017;25/07/2020;16/09/2025;03/03/2026;;
211;0211-01;Qwilfish de Hisui;Hisuian Qwilfish;27/07/2022;17/02/2024;;;;
212;0212;Scizor;Scizor;16/02/2017;02/04/2019;01/08/2019;07/11/2019;;
212;0212M;Mega Scizor;Mega Scizor;10/08/2022;10/08/2022;;;;
213;0213;Shuckle;Shuckle;16/02/2017;18/04/2019;10/07/2020;03/03/2026;30/06/2025;30/06/2025
214;0214;Heracross;Heracross;16/02/2017;06/08/2021;;;;
214;0214M;Mega Heracross;Mega Heracross;13/04/2024;13/04/2024;;;;
215;0215;Sneasel;Sneasel;16/02/2017;25/07/2019;07/11/2019;07/11/2019;;
215;0215-00-00-01;Sneasel Óculos escuros;Sunglasses Sneasel;21/09/2021;21/09/2021;;;;
215;0215-01;Sneasel de Hisui;Hisuian Sneasel;27/07/2022;05/12/2023;26/10/2023;;;
216;0216;Teddiursa;Teddiursa;16/02/2017;26/03/2020;12/10/2020;24/01/2022;;
216;0216-00-00-01;Teddiursa Chapéu de bruxa;Witch hat Teddiursa;27/10/2025;27/10/2025;;;;
217;0217;Ursaring;Ursaring;16/02/2017;26/03/2020;12/10/2020;24/01/2022;;
217;0217-00-00-01;Ursaring Chapéu de bruxa;Witch hat Ursaring;27/10/2025;27/10/2025;;;;
218;0218;Slugma;Slugma;16/02/2017;07/01/2022;;;;
219;0219;Magcargo;Magcargo;16/02/2017;07/01/2022;;;;
220;0220;Swinub;Swinub;16/02/2017;16/02/2019;02/02/2021;03/03/2026;;
221;0221;Piloswine;Piloswine;16/02/2017;16/02/2019;02/02/2021;03/03/2026;;
222;0222;Corsola;Corsola;16/02/2017;26/02/2022;;;;
222;0222-01;Corsola de Galar;Galarian Corsola;27/11/2024;27/11/2024;;;;
223;0223;Remoraid;Remoraid;16/02/2017;26/02/2022;;;;
224;0224;Octillery;Octillery;16/02/2017;26/02/2022;;;;
225;0225;Delibird;Delibird;21/12/2017;18/12/2018;24/12/2019;;;
225;0225-00-00-01;Delibird Natal;Holiday Delibird;22/12/2020;22/12/2020;;;;
226;0226;Mantine;Mantine;16/02/2017;26/02/2022;;;;
227;0227;Skarmory;Skarmory;16/02/2017;01/11/2019;12/10/2020;;;
228;0228;Houndour;Houndour;16/02/2017;01/08/2018;01/08/2019;;;
229;0229;Houndoom;Houndoom;16/02/2017;01/08/2018;01/08/2019;;;
229;0229M;Mega Houndoom;Mega Houndoom;29/09/2020;29/09/2020;;;;
230;0230;Kingdra;Kingdra;16/02/2017;13/06/2019;18/05/2021;;;
231;0231;Phanpy;Phanpy;16/02/2017;26/02/2022;25/03/2023;;;
232;0232;Donphan;Donphan;16/02/2017;26/02/2022;25/03/2023;;;
233;0233;Porygon2;Porygon2;16/02/2017;20/09/2020;07/11/2019;;;
234;0234;Stantler;Stantler;16/02/2017;24/12/2019;24/12/2019;24/12/2019;;
234;0234-00-00-01;Stantler Natal;Holiday Stantler;24/12/2019;24/12/2019;;;;
235;0235;Smeargle;Smeargle;25/02/2019;29/04/2021;;;;
236;0236;Tyrogue;Tyrogue;16/02/2017;26/02/2022;;;;
237;0237;Hitmontop;Hitmontop;16/02/2017;26/02/2022;21/06/2023;03/03/2026;;
238;0238;Smoochum;Smoochum;12/12/2016;13/02/2019;;;;
238;0238-00-00-01;Smoochum Gravata;Bow Smoochum;02/10/2020;02/10/2020;;;;
239;0239;Elekid;Elekid;12/12/2016;14/11/2018;;;;
239;0239-00-00-01;Elekid do Spark;Spark Elekid;02/05/2023;;;;;
240;0240;Magby;Magby;12/12/2016;22/03/2018;;;;
241;0241;Miltank;Miltank;16/02/2017;26/01/2021;;;;
242;0242;Blissey;Blissey;16/02/2017;14/02/2020;;;17/03/2025;17/03/2025
242;0242-00-00-01;Blissey Coroa de flores;Flower crown Blissey;04/04/2021;04/04/2021;;;;
243;0243;Raikou;Raikou;31/08/2017;29/06/2019;01/02/2020;02/03/2024;15/03/2025;15/03/2025
244;0244;Entei;Entei;31/08/2017;14/07/2019;01/03/2020;06/04/2024;26/04/2025;26/04/2025
245;0245;Suicune;Suicune;31/08/2017;17/08/2019;10/07/2020;04/05/2024;10/05/2025;10/05/2025
246;0246;Larvitar;Larvitar;16/02/2017;16/06/2018;05/09/2019;25/03/2023;;
247;0247;Pupitar;Pupitar;16/02/2017;16/06/2018;05/09/2019;25/03/2023;;
248;0248;Tyranitar;Tyranitar;16/02/2017;16/06/2018;05/09/2019;25/03/2023;;
248;0248M;Mega Tyranitar;Mega Tyranitar;25/07/2023;25/07/2023;;;;
249;0249;Lugia;Lugia;16/03/2018;16/03/2018;09/11/2021;28/10/2023;29/11/2025;29/11/2025
249;0249-00-01;Lugia GO Fest 2017;GO Fest 2017 Lugia;22/07/2017;22/07/2017;;;;
249;0249-00-02;Lugia Apex;Apex Lugia;26/02/2022;;26/02/2022;;;
250;0250;Ho-Oh;Ho-Oh;27/11/2017;19/05/2018;17/06/2021;27/01/2024;31/01/2026;31/01/2026
250;0250-00-01;Ho-Oh Apex;Apex Ho-Oh;26/02/2022;;26/02/2022;;;
251;0251;Celebi;Celebi;14/07/2018;10/12/2020;;;;
252;0252;Treecko;Treecko;08/12/2017;23/03/2019;25/03/2023;;;
253;0253;Grovyle;Grovyle;08/12/2017;23/03/2019;25/03/2023;;;
254;0254;Sceptile;Sceptile;08/12/2017;23/03/2019;25/03/2023;;;
254;0254M;Mega Sceptile;Mega Sceptile;03/12/2022;03/12/2022;;;;
255;0255;Torchic;Torchic;08/12/2017;19/05/2019;25/03/2023;;;
256;0256;Combusken;Combusken;08/12/2017;19/05/2019;25/03/2023;;;
257;0257;Blaziken;Blaziken;08/12/2017;19/05/2019;25/03/2023;;;
257;0257M;Mega Blaziken;Mega Blaziken;03/12/2022;03/12/2022;;;;
258;0258;Mudkip;Mudkip;08/12/2017;21/07/2019;22/07/2019;;;
259;0259;Marshtomp;Marshtomp;08/12/2017;21/07/2019;22/07/2019;;;
260;0260;Swampert;Swampert;08/12/2017;21/07/2019;22/07/2019;;;
